BLADE_TYPE,COMMENTS,FACING_CD,FLD_SRC_TXT,INSTDATE,MATERIAL,PL_TY,REUSE,SGN_COUNT_NO,SGN_STA_CD,SIGN_TXT,STA_CD,SIZE_CD,SUPPORTTYPE,UNITID,TE_SIGNLOCATION_UNITID,POINT,Ward Boundaries,City Quadrants,Calgary Communities,Ward Boundaries 2013-2017
Residential Parking,,NE,Field Estimate,1/23/2020,High Intensity,SG_40-06,,1,A,"NPAT EXCEPT PERMIT LL, DA",A,30X45,Signpole,1110242858,1110242857,POINT (-114.023760378566 51.039537306293),10,3,54,11
Warning,,NW,GPS,2/9/2020,High Intensity,SG_40-05,,2,A,,A,45X90,Signpole,1109382702,1109382701,POINT (-114.098253144243 50.994672331596),8,1,238,5
Regulatory,,E,,1/17/2018,High Intensity,SG_40-05,,2,A,,A,60X60,Signpole,1110120896,1109060377,POINT (-114.068990222521 51.001381124671),10,1,124,11
Street Name,,E,,2/6/2020,High Intensity,SG_40-06,,4,A,,A,30XL,Signpole,1109176673,1109022057,POINT (-114.100544592987 50.970572015518),8,1,127,5
Regulatory,,E,,3/19/2009,High Intensity,SG_40-05,,2,A,,A,60X75,Signpole,1109225159,1109060377,POINT (-114.068990222521 51.001381124671),10,1,124,11
Playground,,N,Field Estimate,1/23/2020,High Intensity,SG_40-06,,1,A,,A,75X120,Signpole,1110247346,1110247097,POINT (-114.079638680164 50.966941493507),8,1,195,5
,,,,,,,,1,T,RA-8,T,SPECIAL,,1110273526,1110273518,POINT (-114.085599676622 50.897033622997),5,1,55,6
Street Name,,E,Field Estimate,6/5/2019,High Intensity,,,1,A,OAKFIELD DRIVE,A,30XL,Trunk,1110221834,1110221833,POINT (-114.132513653179 50.961490481093),8,1,217,5
Street Name,,N,Field Estimate,6/5/2019,High Intensity,,,1,A,SOUTHLAND DRIVE,A,30XL,Trunk,1110224919,1110224918,POINT (-114.132546821739 50.961146008389),8,1,126,5
Street Name,,S,Field Estimate,6/5/2019,High Intensity,,,1,A,SOUTHLAND DRIVE,A,30XL,Trunk,1110221832,1110221831,POINT (-114.132137052962 50.961522208649),8,1,217,5
Street Name,,W,Field Estimate,6/5/2019,High Intensity,,,1,A,OAKFIELD DRIVE,A,30XL,Trunk,1110221829,1110221828,POINT (-114.1321790141 50.961171586026),8,1,126,5
Stop,,E,,2/6/2020,Diamond Grade,SG_40-05,,3,A,,A,60X60,Signpole,1109104148,1109028651,POINT (-113.969767195189 51.039375890934),12,3,85,11
Street Name,,S,,2/6/2020,High Intensity,,,1,A,,A,30XL,,1109216554,1109090186,POINT (-114.067828380805 50.979715876548),10,3,284,11
Yield,,SE,GPS,2/6/2020,Diamond Grade,SG_40-06,,1,A,,A,60X60,Signpole,1109750341,1109750045,POINT (-113.957012174993 50.877138796077),4,3,90,8
Street Name,,N/S,,12/12/2019,High Intensity,SG_40-05,,3,A,17 AVE SW,A,15XL,Signpole,1109140379,1109084344,POINT (-114.085580561919 51.037710183519),14,1,16,2
Warning,,S,Field Estimate,1/23/2020,High Intensity,SG_40-06,,1,A,,A,75X75,Signpole,1110247093,1110247092,POINT (-114.079120923625 50.965340884078),8,1,195,5
Warning,,NW,GPS,7/1/2001,High Intensity,,,2,A,,A,75X75,Gate,1109155624,1109077617,POINT (-114.215789037404 51.116368736843),13,2,148,9
Regulatory,,W,,2/6/2020,High Intensity,SG_40-05,,3,A,,A,60X75,Signpole,1109127010,1109028651,POINT (-113.969767195189 51.039375890934),12,3,85,11
Stop,,N,,12/12/2019,Diamond Grade,SG_40-05,,3,A,,A,60X6,Signpole,1109126545,1109084344,POINT (-114.085580561919 51.037710183519),14,1,16,2
Pedestrian,,W,Field Estimate,1/17/2018,High Intensity,SG_40-05,,3,A,,A,60X75,Signpole,1110120891,1110119367,POINT (-114.068779428421 51.001396204381),10,1,124,11
Pedestrian,,E,Field Estimate,7/11/2018,High Intensity,SG_40-05,,2,A,,A,60X75,Signpole,1110119410,1110119408,POINT (-114.145910450248 51.014866107618),1,1,142,14
Pedestrian,,W,Field Estimate,7/11/2018,High Intensity,SG_40-05,,2,A,,A,60X75,Signpole,1110119409,1110119408,POINT (-114.145910450248 51.014866107618),1,1,142,14
Street Name,,N/S,,2/6/2020,High Intensity,SG_40-06,,4,A,,A,15XL,Signpole,1109096216,1109022057,POINT (-114.100544592987 50.970572015518),8,1,127,5
Pedestrian,,W,,7/2/2003,High Intensity,SG_40-06,,2,A,,A,60X75,Signpole,1109204331,1109049099,POINT (-114.145941640106 51.014753211802),1,1,142,14
Disabled Parking,,NW,GPS,8/28/2018,High Intensity,SG_40-06,,1,A,,A,45X60,Signpole,1110173691,1110173690,POINT (-114.085953563903 51.07315093148),7,2,63,7
Street Name,,E,,12/12/2019,High Intensity,SG_40-05,,3,A,9A ST SW,A,15XL,Signpole,1109097850,1109084344,POINT (-114.085580561919 51.037710183519),14,1,16,2
Playground,,E,Field Estimate,6/11/2018,High Intensity,SG_40-06,,1,A,,A,75X120,Signpole,1110154173,1110154172,POINT (-114.021115641378 50.866096961362),6,3,135,13
Warning,,S,Field Estimate,1/17/2018,High Intensity,SG_40-45,,1,A,,A,30X90,Signpole,1110120894,1110120893,POINT (-114.06883241987 51.001380725999),10,1,124,11
Pedestrian,,E,,7/11/2018,High Intensity,SG_40-06,,2,A,,A,60X75,Signpole,1110119407,1109049099,POINT (-114.145941640106 51.014753211802),1,1,142,14
Warning,,S,,12/12/2019,High Intensity,SG_40-05,,1,A,,A,75X75,Signpole,1109098708,1109032448,POINT (-114.152042951102 51.082056612022),13,2,269,9
Pedestrian,,E,Field Estimate,1/17/2018,High Intensity,SG_40-05,,3,A,,A,60X75,Signpole,1110120892,1110119367,POINT (-114.068779428421 51.001396204381),10,1,124,11
Regulatory,,E,,2/6/2020,High Intensity,,,1,A,,A,45X60,,1109138515,1109012350,POINT (-114.11814590279 50.961303380835),8,1,217,5
Yield,,N,GPS,2/6/2020,Diamond Grade,SG_40-06,,3,A,,A,60X60,Signpole,1109281965,1109039223,POINT (-113.947780196403 51.051745305089),12,3,30,11
Warning,,S,,12/12/2019,High Intensity,SG_40-05,,2,A,,A,30X90,Signpole,1109166384,1109057153,POINT (-114.048272858675 51.016129749129),10,3,75,11
Warning,,SE,GPS,2/8/2020,High Intensity,,,2,A,,A,75X75,Gate,1109167506,1109077617,POINT (-114.215789037404 51.116368736843),13,2,148,9
Street Name,,W,,2/6/2020,High Intensity,SG_40-06,,4,A,,A,30XL,Signpole,1109151555,1109022057,POINT (-114.100544592987 50.970572015518),8,1,127,5
Warning,,S,Field Estimate,1/17/2018,High Intensity,SG_40-08,,1,A,,A,30X90,Signpole,1110188984,1110188981,POINT (-114.120734947433 51.004432093346),8,1,210,2
Warning,,S,,12/12/2019,High Intensity,SG_40-05,,2,A,,A,75X75,Signpole,1109170421,1109057153,POINT (-114.048272858675 51.016129749129),10,3,75,11
Regulatory,,S,,2/6/2020,,SG_40-06,,1,A,,A,45X60,Signpole,1109138622,1109021261,POINT (-114.117922578391 50.972358954783),8,1,169,5
Street Name,,W,,2/6/2020,High Intensity,,,3,A,,A,30XL,Streetlightextension,1109103785,1109018340,POINT (-114.08354304248 51.045271487035),14,1,262,2
Warning,,N,Field Estimate,1/17/2018,High Intensity,SG_40-45,,1,A,,A,30X90,Signpole,1110119670,1110119669,POINT (-114.120856068131 51.004422922593),8,1,210,2
Regulatory,,E,,2/6/2020,High Intensity,SG_40-05,,3,A,,A,60X75,Signpole,1109126957,1109028651,POINT (-113.969767195189 51.039375890934),12,3,85,11
Street Name,,W,Field Estimate,6/5/2019,High Intensity,,,1,A,OAKFIELD DRIVE SW DA,A,53XL,Streetlightstandard,1110221815,1110221814,POINT (-114.135143020033 50.961615204657),8,1,126,5
Yield,,N,,2/6/2020,Diamond Grade,SG_40-06,,4,A,,A,60X60,Signpole,1109107065,1109022057,POINT (-114.100544592987 50.970572015518),8,1,127,5
Playground,,W,Field Estimate,6/11/2018,High Intensity,,,1,A,,A,45X60,Streetlightstandard,1110154171,1110154169,POINT (-114.021129116311 50.86597231963),6,3,135,13
Speed,,E,Field Estimate,6/5/2019,High Intensity,,,1,A,MAX 60,A,60X75,Streetlightstandard,1110221805,1110221804,POINT (-114.133492910532 50.961460982334),8,1,217,5
Regulatory,,E,Field Estimate,1/17/2018,High Intensity,SG_40-05,,3,A,,A,60X75,Signpole,1110119368,1110119367,POINT (-114.068779428421 51.001396204381),10,1,124,11
Yield,,E,Field Estimate,1/17/2018,Diamond Grade,SG_40-05,,1,A,,A,60X60,Signpole,1110188974,1110188973,POINT (-114.120602481619 51.00433442922),8,1,210,2
Residential Parking,,S,GPS,7/1/2000,,,,0,R,DANGEROUS GOODS ROUTE INFORMATION CALL Fire Marshal 287-1150,R,SPECIAL,Sidemount,1109218031,1109080899,POINT (-114.039852633297 50.869600963032),6,3,135,13
Guide / Information,,N,GPS,7/1/1999,,,,1,T,shopping cart,R,SPECIAL,,1109168601,1109080854,POINT (-114.025166373321 50.850010580393),6,3,133,6
Park Plus,,NW/SE,Field Estimate,3/9/2018,Engineer Grade,,,3,A,3188 DA BLUE,A,35X20,Streetlightstandard,1110139914,1109700955,POINT (-114.057086260931 51.042274640993),14,3,260,5
Street Name,,E/W,,2/19/2020,High Intensity,SG_40-12,,4,A,,A,15XL,Signpole,1109120062,1109045253,POINT (-114.094857014884 51.027617234845),14,1,207,2
Park Plus,,NW/SE,Field Estimate,3/9/2018,Engineer Grade,SG_40-05,,4,A,3190 AL BLUE,A,35X20,Signpole,1110139931,1109536981,POINT (-114.056281158309 51.042247465324),14,3,260,5
Parking Restrictions,,SE,Field Estimate,1/21/2020,High Intensity,,,1,A,,A,30X30,Streetlightstandard,1110117751,1110117750,POINT (-113.996692896612 50.981371782637),10,3,28,11
Warning,,E,Field Estimate,,,,,0,R,,R,30X75,,1109117111,1109080291,POINT (-114.05705493903 51.042276891136),14,3,260,5
Park Plus,,SE,Field Estimate,3/9/2018,High Intensity,SG_40-05,,3,A,3188 AL BLUE 3189 AR D GREY,A,60X20,Signpole,1110139919,1109060735,POINT (-114.05691280916 51.042268519967),14,3,260,5
Guide / Information,,N,GPS,7/1/2002,,SG_40-00,,0,R,De Winton (AR),R,SPECIAL,Signpole,1109168822,1109080946,POINT (-114.024820697976 50.850130391791),6,3,133,6
Warning,,SE,GPS,3/12/2014,High Intensity,SG_40-04,,0,R,,R,90X105,Signpole,1109781720,1109781716,POINT (-114.034290660466 50.862515409306),6,3,99,13
Warning,,S,GPS,7/1/2004,,SG_40-06,,0,R,,R,90X105,Signpole,1109168683,1109080999,POINT (-114.041421868735 50.871606591633),6,3,135,13
Street Name,,E/W,,2/19/2020,High Intensity,,,2,A,,A,15XL,,1109106254,1109075171,POINT (-113.997508081208 50.983273508727),10,3,28,11
Warning,,SE,Field Estimate,12/3/2014,High Intensity,SG_40-04,,1,A,,A,90X105,Signpole,1109744819,1109744818,POINT (-114.031653010432 50.858852373173),6,3,99,13
Street Name,,NW/SE,,2/19/2020,High Intensity,SG_40-06,,3,A,,A,15XL,Signpole,1109156295,1109021970,POINT (-114.111537501372 50.968296873003),8,1,66,5
Guide / Information,,S,GPS,7/1/1999,,SG_40-00,,0,R,PINE CREEK RV CAMPGROUND,R,SPECIAL,Signpole,1109169277,1109080862,POINT (-114.033813729121 50.862013438984),6,3,99,13
Speed,,SE,Field Estimate,12/3/2014,High Intensity,SG_40-04,,1,A,MAXIMUM 80,A,90X105,Signpole,1109744712,1109744711,POINT (-114.034332965772 50.862546437595),6,3,99,13
Street Name,,N/S,GPS,4/11/2017,High Intensity,,,1,A,80 AVE SE,R,30XL,Trunk,1110036754,1110036753,POINT (-113.998924411727 50.981294787935),10,3,28,11
Guide / Information,,S,,7/1/2007,,,,0,R,,R,SPECIAL,,1109225628,1109068509,POINT (-114.031865775551 50.8595899096),6,3,99,13
Guide / Information,,S,GPS,7/1/2000,,,,0,R,CLASS 6 DANGEROUS GOODS NOT ALLOWED ON GLENMORE CAUSEWAY USE WIGHWAY 1 & 2,R,,Sidemount,1109169186,1109080900,POINT (-114.040514330298 50.870694312557),6,3,135,13
Guide / Information,,N,GPS,7/1/1998,,,,1,T,De Winton (AR),A,SPECIAL,,1109168070,1109080854,POINT (-114.025166373321 50.850010580393),6,3,133,6
Street Name,,S,,7/1/2007,High Intensity,SG_40-05,,1,A,,A,SPECIAL,Signpole,1109223850,1109056218,POINT (-114.059381467871 51.030945340604),10,3,160,11
Hospital,,SE,GPS,7/1/2005,,,,0,R,,R,60X90,Sidemount,1109217556,1109080899,POINT (-114.039852633297 50.869600963032),6,3,135,13
Disabled Parking,,S,,7/1/2007,,,,0,R,,R,SPECIAL,,1109128216,1109093654,POINT (-114.032114712438 50.859869653036),6,3,99,13
Loading Zone,,SE,Field Estimate,3/9/2018,High Intensity,SG_40-05,,3,A,LZ AR 20MIN MAX,A,30X60,Signpole,1110139921,1109060735,POINT (-114.05691280916 51.042268519967),14,3,260,5
Regulatory,,S,GPS,7/1/2002,,SG_40-00,,0,R,NORTH,R,SPECIAL,Signpole,1109169363,1109081004,POINT (-114.038853972469 50.867675633239),6,3,135,13
Speed,,SE,Field Estimate,12/3/2014,High Intensity,SG_40-04,,1,A,MAXIMUM 80,A,90X105,Signpole,1109744826,1109744823,POINT (-114.034592081125 50.862457384209),6,3,99,13
Loading Zone,,SE,Field Estimate,3/9/2018,High Intensity,SG_40-05,,3,A,LZ AL 20MIN MAX,A,30X60,Signpole,1110139923,1110139922,POINT (-114.056717683994 51.042251999087),14,3,260,5
Street Name,,N/S,,2/19/2020,High Intensity,,,2,A,,A,15XL,,1109227258,1109075171,POINT (-113.997508081208 50.983273508727),10,3,28,11
Guide / Information,,S,GPS,7/1/2000,,,,0,R,AIRPORT FOLLOW AIRPORT,R,SPECIAL,Sidemount,1109169207,1109080898,POINT (-114.038992190937 50.868365584569),6,3,135,13
Stop,,W,,2/19/2020,Diamond Grade,SG_40-12,,4,A,,A,60X6,Signpole,1109123292,1109045253,POINT (-114.094857014884 51.027617234845),14,1,207,2
Guide / Information,,S,GPS,12/12/2019,High Intensity,SG_40-06,,1,A,,A,,Signpole,1109158161,1109061043,POINT (-113.958213677299 51.080500448788),9,4,36,3
Warning,,S,GPS,7/1/2007,,,,0,R,,R,75X75,Signpole,1109168376,1109080901,POINT (-114.04113914831 50.871675194528),6,3,135,13
Regulatory,,S,GPS,7/1/2002,,SG_40-06,,0,R,,R,120X120,Signpole,1109167953,1109080896,POINT (-114.038401616402 50.867635932931),6,3,135,13
Parking Restrictions,,SE,Field Estimate,3/9/2018,High Intensity,SG_40-05,,3,A,NPAT TOW AR,A,30X45,Signpole,1110139925,1110139922,POINT (-114.056717683994 51.042251999087),14,3,260,5
Guide / Information,,S,GPS,7/1/2001,,SG_40-00,,0,R,ALBERTA 2A,R,SPECIAL,Signpole,1109168193,1109080945,POINT (-114.024880101469 50.850477128357),6,3,99,13
Street Name,,N/S,,2/19/2020,High Intensity,SG_40-12,,4,A,,A,15XL,Signpole,1109105470,1109045253,POINT (-114.094857014884 51.027617234845),14,1,207,2
Warning,,SE,GPS,12/3/2014,High Intensity,SG_40-04,,1,A,,A,90X105,Signpole,1109744699,1109744698,POINT (-114.03139599944 50.858929613829),6,3,99,13
Timed Parking,,S,GPS,7/1/2004,,SG_40-00,,0,R,NORTH,R,SPECIAL,Signpole,1109168929,1109080897,POINT (-114.038529216327 50.867804507461),6,3,135,13
Guide / Information,,N,GPS,7/1/2002,,SG_40-00,,0,R,Pine Creek (AL) Road,R,SPECIAL,Signpole,1109169127,1109080946,POINT (-114.024820697976 50.850130391791),6,3,133,6
Park Plus,,NW/SE,Field Estimate,3/9/2018,Engineer Grade,SG_40-05,,3,A,3190 AR BLUE,A,35X20,Signpole,1110139926,1109536978,POINT (-114.056488363431 51.042253921578),14,3,260,5
Street Name,,N,GPS,1/21/2020,High Intensity,,,1,A,"80 AV SE (AR), GLENMORE COURT SE (AL)",A,120XL,Trunk,1110117771,1110036753,POINT (-113.998924411727 50.981294787935),10,3,28,11
Street Name,,S,Field Estimate,1/21/2020,High Intensity,,,1,A,"80 AV SE (AL), GLENMORE COURT SE (AR)",A,120XL,Trunk,1110117770,1110036748,POINT (-113.998586205205 50.981473908513),10,3,28,11
Parking Restrictions,,N,GPS,12/12/2019,High Intensity,SG_40-99,,1,A,,A,30X30,Signpole,1109957232,1109957208,POINT (-114.139140092559 51.06497288672),7,2,91,7
Playground,,E,Field Estimate,12/12/2019,High Intensity,SG_40-05,,2,A,,A,75X120,Signpole,1110245472,1110245471,POINT (-114.078550201026 50.923380461016),5,1,32,6
Warning,,SE,GPS,3/12/2014,High Intensity,SG_40-04,,0,R,,R,,Signpole,1109781723,1109781721,POINT (-114.034540594974 50.862416609958),6,3,99,13
Park Plus,,SE,Field Estimate,3/9/2018,Engineer Grade,SG_40-05,,3,A,3189 AL D GREY,A,35X20,Signpole,1110139924,1110139922,POINT (-114.056717683994 51.042251999087),14,3,260,5
Parking Restrictions,,SE,Field Estimate,1/21/2020,High Intensity,,,1,A,,A,30X30,Streetlightstandard,1110117769,1110117768,POINT (-113.997347784171 50.981398651965),10,3,28,11
Warning,,S,GPS,7/1/2002,,SG_40-00,,0,R,IMPORTANT INTERSECTION AHEAD,R,SPECIAL,Signpole,1109151613,1109080955,POINT (-114.034852553236 50.862762423347),6,3,99,13
Parking Restrictions,,SE,GPS,1/21/2020,High Intensity,SG_40-06,,2,A,NPAT DA,A,30X30,Signpole,1110117772,1110038949,POINT (-113.998113505407 50.98144615742),10,3,28,11
Stop,,S,,2/19/2020,High Intensity,SG_40-06,,3,A,,A,60X6,Signpole,1109153189,1109057886,POINT (-114.059818922665 51.089631015108),2,4,239,4
Guide / Information,,S,GPS,7/1/2002,,SG_40-00,,0,R,ALBERTA 2A,R,SPECIAL,Signpole,1109167840,1109080897,POINT (-114.038529216327 50.867804507461),6,3,135,13
Street Name,,N/S,Field Estimate,4/11/2017,High Intensity,,,1,A,80 AVE SE,R,30XL,Trunk,1110036750,1110036748,POINT (-113.998586205205 50.981473908513),10,3,28,11
Regulatory,,E,GPS,4/11/2017,High Intensity,SG_40-06,,2,A,,A,45X60,Signpole,1110038950,1110038949,POINT (-113.998113505407 50.98144615742),10,3,28,11
Guide / Information,,S,GPS,7/1/2001,,SG_40-00,,0,R,NORTH,R,SPECIAL,Signpole,1109168883,1109080945,POINT (-114.024880101469 50.850477128357),6,3,99,13
Guide / Information,,S,GPS,7/1/1998,,,,0,R,DANGEROUS GOODS ROUTES,R,SPECIAL,Sidemount,1109169082,1109080895,POINT (-114.037832047218 50.866937788582),6,3,135,13
Guide / Information,,S,GPS,7/1/2002,,SG_40-00,,0,R,ALBERTA 2A,R,SPECIAL,Signpole,1109168610,1109081004,POINT (-114.038853972469 50.867675633239),6,3,135,13
Street Name,,E/W,Field Estimate,1/21/2020,High Intensity,SG_40-05,,2,A,24 ST SE,A,15XL,Signpole,1110117699,1110009490,POINT (-113.99929977693 50.9766338653),10,3,19,8
Street Name,,N/S,GPS,3/3/2020,High Intensity,SG_40-06,,3,A,PANATELLA LINK,A,15XL,Signpole,1109400930,1109400926,POINT (-114.073273644479 51.169999758389),11,2,235,12
Pedestrian,,SE,,1/20/2020,High Intensity,,,2,A,,A,60X90,Streetlightstandard,1110156070,1109045333,POINT (-114.111713039846 51.024049768925),14,1,181,2
Warning,,SE,Field Estimate,1/6/2018,High Intensity,SG_40-06,,1,A,,A,60X60,Signpole,1110117740,1110117738,POINT (-113.996161361662 50.977818299925),10,3,162,8
Warning,,S,Field Estimate,1/6/2018,High Intensity,SG_40-05,,1,A,,A,60X60,Signpole,1110117746,1110117745,POINT (-113.99590685415 50.977375474393),10,3,162,8
Yield,,SW,,3/2/2020,Diamond Grade,SG_40-06,,1,A,,A,,Signpole,1109176632,1109048962,POINT (-113.934830911703 51.081348447964),9,4,161,3
Street Name,,E/W,Field Estimate,7/7/2017,High Intensity,SG_40-05,,2,A,26 ST SE,R,15XL,Signpole,1110012026,1110009490,POINT (-113.99929977693 50.9766338653),10,3,19,8
Street Name,,E/W,GPS,3/3/2020,High Intensity,SG_40-05,,2,A,,A,15XL,Signpole,1109106248,1109093921,POINT (-114.090890856912 51.163687879696),11,2,235,12
Warning,,SE,Field Estimate,7/7/2017,High Intensity,SG_40-05,,2,A,,A,45X90,Signpole,1110009491,1110009490,POINT (-113.99929977693 50.9766338653),10,3,19,8
Snow Route,,SE,,7/7/2016,High Intensity,,,2,A,SNOW ROUTE,A,SPECIAL,Streetlightstandard,1110020745,1109045333,POINT (-114.111713039846 51.024049768925),14,1,181,2
Guide / Information,,S,Field Estimate,1/6/2018,High Intensity,SG_40-06,,1,A,,A,60X60,Signpole,1110117820,1110117819,POINT (-113.995469909658 50.97729269153),10,3,162,8
Timed Parking,,SE,,7/2/1993,High Intensity,,,2,A,,R,30X45,Streetlightstandard,1109119554,1109045333,POINT (-114.111713039846 51.024049768925),14,1,181,2
Pedestrian,,E,,7/2/1993,High Intensity,,,2,A,,R,90X120,Streetlightstandard,1109117357,1109045333,POINT (-114.111713039846 51.024049768925),14,1,181,2
Pedestrian,,W,GPS,1/30/2013,High Intensity,SG_40-04,,0,R,,R,60X75,Signpole,1109721594,1109721591,POINT (-114.066856752672 51.156384738808),11,4,264,12
Regulatory,,SE,,3/3/2020,High Intensity,SG_40-05,,1,A,,A,45X60,Signpole,1109165525,1109070424,POINT (-114.028888037781 51.018637857225),10,3,98,11
Regulatory,,SE,,11/10/2009,High Intensity,SG_40-12,,0,R,,R,60X75,Signpole,1109175369,1109065068,POINT (-114.066793266098 51.156468229671),11,4,264,12
Pedestrian,,E,GPS,1/30/2013,High Intensity,SG_40-04,,0,R,,R,60X75,Signpole,1109721590,1109721587,POINT (-114.066598046842 51.156515619776),11,4,264,12
Street Name,,E/W,,7/1/2005,High Intensity,,,2,A,,A,15XL,,1109122776,1109068035,POINT (-114.226320353849 51.122235308481),13,2,148,9
Street Name,,E/W,GPS,3/3/2020,High Intensity,SG_40-06,,3,A,,A,15XL,Signpole,1109188307,1109052471,POINT (-113.958804426897 51.103366037997),9,4,119,1
Pedestrian,,E,,1/30/2013,High Intensity,SG_40-12,,0,R,,R,60X75,Signpole,1109721600,1109065068,POINT (-114.066793266098 51.156468229671),11,4,264,12
Regulatory,,E,,3/3/2020,High Intensity,SG_40-08,,1,A,,A,45X60,Signpole,1109155952,1109072054,POINT (-114.000144983576 50.990822785229),10,3,78,11
Pedestrian,,W,,1/30/2013,High Intensity,SG_40-12,,0,R,,R,60X75,Signpole,1109721599,1109065068,POINT (-114.066793266098 51.156468229671),11,4,264,12
Street Name,,E/W,GPS,3/3/2020,High Intensity,SG_40-06,,3,A,PANATELLA DRIVE,A,15XL,Signpole,1109400929,1109400926,POINT (-114.073273644479 51.169999758389),11,2,235,12
Timed Parking,,SE,,7/1/2012,,,,2,A,,R,30X45,Streetlightstandard,1110070811,1109045333,POINT (-114.111713039846 51.024049768925),14,1,181,2
Warning,,N,GPS,3/2/2020,High Intensity,SG_40-06,,1,A,,A,75X75,Signpole,1109709758,1109709756,POINT (-113.949223183601 50.884512988207),4,3,95,8
Warning,,S,Field Estimate,12/19/2017,High Intensity,SG_40-06,,1,A,,A,75X75,Signpole,1110117734,1110117733,POINT (-113.999212467873 50.97676659701),10,3,19,8
Street Name,,N/S,,7/1/2005,High Intensity,,,2,A,,A,15XL,,1109104734,1109068035,POINT (-114.226320353849 51.122235308481),13,2,148,9
Street Name,,N/S,GPS,3/3/2020,High Intensity,SG_40-05,,2,A,,A,15XL,Signpole,1109227287,1109093921,POINT (-114.090890856912 51.163687879696),11,2,235,12
Street Name,,N/S,GPS,3/3/2020,High Intensity,SG_40-06,,3,A,,A,15XL,Signpole,1109190037,1109052471,POINT (-113.958804426897 51.103366037997),9,4,119,1
Stop,,SE,GPS,10/13/2009,Diamond Grade,SG_40-05,,1,A,,R,60X60,Signpole,1109550655,1109550654,POINT (-113.995818980649 50.977327577024),10,3,162,8
Regulatory,,SE,GPS,10/13/2009,High Intensity,SG_40-05,,1,A,,R,60X60,Signpole,1109550656,1109550654,POINT (-113.995818980649 50.977327577024),10,3,162,8
Warning,,NW,GPS,10/13/2009,High Intensity,SG_40-05,,1,A,,A,30X90,Signpole,1109550657,1109550654,POINT (-113.995818980649 50.977327577024),10,3,162,8
Regulatory,,N,,2/27/2020,High Intensity,SG_40-05,,1,A,,A,60X60,Signpole,1109228743,1109057307,POINT (-114.010469434156 51.066937833285),12,4,140,3
Bicycle / Pathway,,N,,2/27/2020,Engineer Grade,SG_40-06,,2,A,,A,45X7,Signpole,1109102837,1109060906,POINT (-114.109358494388 51.023093852948),8,1,200,2
Street Name,,N/S,,7/1/2005,High Intensity,,,3,A,12 AVENUE SE,A,15XL,Streetlightstandard,1109196452,1109039622,POINT (-113.946937063347 51.042142935869),12,3,30,11
